Sno,Profile_of_buyer,Education_of_buyer,Occupation_of_buyer ,Is_Current_Property_Rented ,Current_Locality,Area_of_Current_Property,Deed_Type ,Value_of_New_Property_per_sqft ,Locality_of_New_Property ,Area_of_New_Property  ,Mode_of_Payment ,Number_of_installations ,New_Property_Value ,Is_there_Pan_card ,Gross_Income_for_last_1_year ,Gross_Income_for_last_2_year ,Gross_Income_for_last_3_year ,Gross_Income_for_last_4_year ,Gross_Income_for_last_5_year ,Source_of_income_1 ,Source_of_income_2 ,Source_of_income_3 ,Number_of_properties_owned ,Is_Rental_Income ,Since_when_rental_income_declared ,Ratio_rental_income_to_property_value ,Property_value_calc_on_rental_income ,Is_property_Inherited ,Inherited_Property_Cost ,Is_property_sold ,How_much_value_property_sold ,Total_value_of_all_properties_owned ,Total_income_of_last_year ,Is_Loan_Taken ,Ratio_Loan_to_own ,Who_Lender ,Rate_of_interest_charged_on_load ,Number_of_bank_accounts ,Transaction_X1 ,Transaction_X2 ,Transaction_X5 ,Transaction_X10 ,Transaction_X20,Suspicion
117,0,3,5,0,2,1414,0,62213,0,2452,1,10,69232385,0,1037945,1613761,2842233,2597535,3272442,0,0,3,1,1,0,0,0,0,57057926,1,0,63328134,2369161,0,94,1,9,1,5,2,1,0,0,0
118,0,3,4,0,2,1369,0,61360,0,2986,1,5,29870104,0,2097253,2679666,2333553,2069465,3027584,0,0,3,1,1,0,0,0,0,37396467,1,0,114165537,2425182,0,91,0,9,0,5,3,2,0,0,0
119,0,5,5,0,3,950,0,63967,0,2651,1,6,20774060,0,2397869,2553940,2865247,2533604,2803939,0,0,3,2,1,0,0,0,0,54212744,1,0,125707542,1837962,0,99,1,9,0,1,3,1,0,0,0
120,1,4,6,0,2,1094,0,47441,0,2832,1,9,84171908,0,2429315,2955324,2778092,2004147,3395466,0,0,3,2,1,0,0,0,0,24477696,1,0,152522825,1963289,0,81,0,9,1,0,2,1,0,0,0
121,1,5,6,0,2,1392,0,58106,1,2149,1,6,61705335,0,2332826,2089753,2076909,2502652,2560885,0,0,3,2,1,0,0,0,0,52387063,1,0,136398433,1945901,0,100,0,9,0,4,0,2,0,0,0
122,1,3,8,0,4,1176,0,53250,0,2071,1,8,59357868,0,2123912,1872165,2057568,2503071,3278619,0,0,3,2,1,0,0,0,0,41510635,1,0,165459049,2318870,0,85,0,9,0,4,1,2,0,0,0
123,1,5,5,0,4,827,0,60292,1,2656,1,5,36389084,0,2011247,1690457,2312040,2216477,2756487,0,0,3,1,1,0,0,0,0,57054493,1,0,164268632,1766345,0,92,1,8,1,0,3,2,0,0,0
124,0,5,5,0,3,1126,0,55029,1,2508,1,9,93094360,0,1446194,2576140,2711903,2890586,2805165,0,0,3,1,1,0,0,0,0,57922235,1,0,99975103,1940049,0,84,1,8,1,5,1,2,0,0,0
125,0,3,8,0,3,1244,0,54364,1,3000,1,5,87448055,0,2019552,1330718,2100827,2893222,3029086,0,0,3,1,1,0,0,0,0,42301552,1,0,147637980,2074619,0,90,0,8,1,0,3,2,0,0,0
126,1,5,9,0,4,1479,0,50997,0,2193,1,8,71323438,0,2446772,2646908,2269460,2005530,2823379,0,0,3,2,1,0,0,0,0,26327180,1,0,122277090,2370628,0,88,1,9,1,4,1,2,0,0,0
127,0,5,7,0,4,1155,0,54600,1,2427,1,8,75123479,0,2391110,2579663,2134344,2126796,3436924,0,0,3,2,1,0,0,0,0,31092331,1,0,75766851,1370496,0,88,1,9,1,5,1,0,0,0,0
128,0,4,5,0,2,886,0,58129,1,2613,1,9,33411489,0,1673101,2706673,2608861,2261277,2571909,0,0,3,1,1,0,0,0,0,50141937,1,0,143728875,1076202,0,92,0,9,1,3,2,0,0,0,0
129,0,3,4,0,3,1264,0,58268,1,2689,1,10,59798795,0,1183125,1686095,2816556,2636665,2801299,0,0,3,1,1,0,0,0,0,55565521,1,0,189272316,1023152,0,100,0,8,0,5,1,2,0,0,0
130,0,4,4,0,3,796,0,58015,1,2659,1,10,71789343,0,2409783,2568685,2831328,2994663,3429008,0,0,3,1,1,0,0,0,0,24334728,1,0,156019077,2181019,0,80,0,8,1,3,3,0,0,0,0
131,0,5,6,0,3,1229,0,61107,0,2693,1,9,43200957,0,1724285,2152098,2665624,2738990,2980824,0,0,3,1,1,0,0,0,0,20385829,1,0,161159196,2321001,0,93,1,8,0,5,4,1,0,0,0
132,0,4,8,0,4,1480,0,49169,0,2563,1,10,66953382,0,1635371,1981077,2290892,2103513,3053604,0,0,3,2,1,0,0,0,0,50688997,1,0,131935406,1057756,0,83,0,8,1,3,0,2,0,0,0
133,0,4,5,0,4,1347,0,48135,0,2813,1,8,75008740,0,1798838,1592418,2456729,2665913,2842961,0,0,3,2,1,0,0,0,0,55379976,1,0,100676763,1954377,0,87,1,9,1,3,2,1,0,0,0
134,0,4,9,0,3,1132,0,52901,0,2171,1,8,88280026,0,1299667,1650000,2434049,2362884,3234365,0,0,3,1,1,0,0,0,0,32065795,1,0,73712240,2473397,0,94,1,9,0,5,3,0,0,0,0
135,1,3,8,0,2,840,0,58359,1,2553,1,6,72653763,0,1015431,2217607,2286007,2309552,3414130,0,0,3,2,1,0,0,0,0,42925472,1,0,177836607,2122683,0,90,1,8,0,2,2,2,0,0,0
136,0,4,5,0,2,1303,0,57103,1,2912,1,10,36004866,0,1286322,2272283,2536685,2904390,2897973,0,0,3,2,1,0,0,0,0,29241217,1,0,113542071,1622145,0,96,1,8,1,1,2,0,0,0,0
137,0,4,7,0,4,1347,0,63480,1,2191,1,7,25372240,0,2353492,1424615,2082446,2079716,2972657,0,0,3,1,1,0,0,0,0,56935815,1,0,117247499,1615404,0,90,1,9,1,3,4,1,0,0,0
138,1,3,8,0,2,1429,0,65266,0,2655,1,5,20262802,0,2291797,2115576,2236374,2110748,3108975,0,0,3,2,1,0,0,0,0,20814561,1,0,60557755,1358453,0,87,0,9,1,5,1,1,0,0,0
139,0,3,5,0,3,1292,0,68975,0,2436,1,7,87414807,0,2429101,1566992,2023400,2969820,3464096,0,0,3,2,1,0,0,0,0,54560543,1,0,140209629,1029864,0,99,1,8,1,4,2,2,0,0,0
140,1,5,8,0,2,821,0,48631,0,2167,1,9,43682146,0,1066879,1788544,2190411,2365092,3454822,0,0,3,2,1,0,0,0,0,51453158,1,0,163756654,1130207,0,99,0,9,1,3,1,2,0,0,0
141,0,4,9,0,4,583,0,51016,1,2901,1,10,91694441,0,1557835,2779360,2604439,2905955,2642178,0,0,3,2,1,0,0,0,0,25411529,1,0,98633181,1343655,0,87,1,8,0,5,4,0,0,0,0
142,1,5,6,0,4,1285,0,58861,0,2515,1,8,73246702,0,2295904,1465662,2012883,2507692,3318607,0,0,3,2,1,0,0,0,0,50569635,1,0,135730485,2293349,0,85,1,9,0,4,3,1,0,0,0
143,0,4,9,0,4,1412,0,68643,1,2706,1,9,28271141,0,2140375,1610987,2405667,2152484,3306326,0,0,3,1,1,0,0,0,0,54486793,1,0,69291742,1203180,0,87,1,9,1,2,2,0,0,0,0
144,0,5,6,0,4,667,0,50930,0,2632,1,8,45227183,0,1444438,1665909,2511380,2559826,3382690,0,0,3,1,1,0,0,0,0,58713058,1,0,162256318,1092292,0,92,1,8,0,1,4,0,0,0,0
145,1,3,8,0,4,531,0,61599,0,2722,1,10,23771084,0,2113595,1865198,2061897,2030283,3252262,0,0,3,2,1,0,0,0,0,59615822,1,0,174916030,2257646,0,83,1,9,0,0,2,1,0,0,0
146,0,3,7,0,3,562,0,69458,1,2879,1,5,52773062,0,2324692,2180328,2155375,2852043,2649529,0,0,3,2,1,0,0,0,0,44146898,1,0,68399551,1371859,0,88,0,8,1,0,0,2,0,0,0
147,1,5,6,0,3,863,0,50422,0,2038,1,6,81244592,0,1166045,2875745,2068512,2514335,3374748,0,0,3,1,1,0,0,0,0,44753075,1,0,154591031,2371124,0,95,1,9,0,0,4,0,0,0,0
148,1,4,6,0,4,686,0,53080,0,2448,1,7,91891141,0,1689284,2738714,2111059,2832957,2576992,0,0,3,2,1,0,0,0,0,41232929,1,0,169422319,1591627,0,90,1,9,1,2,1,1,0,0,0
149,0,5,5,0,2,1412,0,68206,1,2816,1,7,89933620,0,1847619,2358478,2140506,2204612,2775151,0,0,3,1,1,0,0,0,0,31550950,1,0,149991155,1901727,0,98,0,8,1,0,0,2,0,0,0
150,0,4,5,0,2,852,0,46021,1,2696,1,6,30046179,0,1108729,2909901,2369990,2275885,3336706,0,0,3,1,1,0,0,0,0,31878203,1,0,179237264,1625119,0,84,0,9,0,0,2,1,0,0,0
151,1,3,7,0,2,578,0,56977,1,2035,1,6,98721726,0,1242275,2703248,2867708,2613444,3146312,0,0,3,1,1,0,0,0,0,28102174,1,0,151373156,1819958,0,90,0,9,0,4,1,0,0,0,0
152,0,3,6,0,2,1337,0,60315,1,2365,1,8,58572815,0,2141987,2783242,2482679,2781765,3209760,0,0,3,2,1,0,0,0,0,21436809,1,0,104584400,1109190,0,89,0,9,1,2,4,1,0,0,0
153,1,4,8,0,4,815,0,67346,0,2844,1,8,93451267,0,2316930,2293779,2758267,2635752,3002579,0,0,3,1,1,0,0,0,0,24739241,1,0,157680985,2047613,0,89,1,9,0,1,1,1,0,0,0
154,1,5,7,0,4,1133,0,61103,1,2955,1,5,20563386,0,1489364,2528217,2551783,2537826,3340392,0,0,3,1,1,0,0,0,0,54624322,1,0,190173347,2140698,0,85,0,8,0,2,1,1,0,0,0
155,1,3,8,0,4,1028,0,68183,1,2644,1,8,48798029,0,1830887,2140377,2862315,2820063,2846927,0,0,3,2,1,0,0,0,0,44676347,1,0,95560881,1000770,0,94,0,9,1,3,3,0,0,0,0
156,1,3,8,0,2,1251,0,49094,0,2050,1,7,37424267,0,1535358,2456556,2247483,2269543,3233391,0,0,3,1,1,0,0,0,0,47571605,1,0,181639362,2057248,0,98,0,9,1,0,4,0,0,0,0
157,0,4,5,0,2,1366,0,49481,1,2099,1,9,44471498,0,2130349,2933883,2528420,2526449,2858460,0,0,3,2,1,0,0,0,0,24817411,1,0,161672315,1634122,0,80,0,8,0,3,1,0,0,0,0
158,1,4,4,0,2,1469,0,46532,0,2081,1,10,21785336,0,2299585,1266422,2065262,2545986,2950362,0,0,3,2,1,0,0,0,0,55992211,1,0,197727853,1735601,0,88,1,9,1,2,4,1,0,0,0
159,0,4,8,0,3,1054,0,56113,0,2872,1,9,25114106,0,2059448,1381452,2835008,2031447,2628210,0,0,3,1,1,0,0,0,0,56013914,1,0,79822745,1180686,0,98,1,9,1,1,1,1,0,0,0
160,1,5,5,0,3,920,0,61782,0,2105,1,5,31690811,0,2140036,2605807,2055412,2553993,3345946,0,0,3,2,1,0,0,0,0,44958244,1,0,133402002,2349406,0,92,1,9,0,2,1,0,0,0,0
161,1,5,5,0,4,931,0,58647,0,2724,1,6,53919933,0,2464793,2268011,2608853,2354537,2599733,0,0,3,1,1,0,0,0,0,34268889,1,0,125309983,1426285,0,98,1,8,1,3,4,1,0,0,0
162,0,3,6,0,2,1171,0,65327,0,2660,1,9,33150309,0,2365066,2603931,2148077,2342705,3386578,0,0,3,2,1,0,0,0,0,24085626,1,0,161470421,1556379,0,81,1,9,0,0,4,0,0,0,0
163,1,5,7,0,4,992,0,69607,1,2838,1,8,39319613,0,2447300,1687227,2509787,2521413,2591590,0,0,3,1,1,0,0,0,0,50654962,1,0,180231702,1554072,0,95,0,8,0,3,0,2,0,0,0
164,1,5,4,0,3,874,0,66848,1,2094,1,5,75289182,0,1085128,2130030,2762481,2730513,2866022,0,0,3,2,1,0,0,0,0,48413302,1,0,195441973,1967523,0,87,1,8,0,2,3,0,0,0,0
165,0,4,4,0,4,1457,0,64372,1,2940,1,8,82210083,0,1919876,1643015,2005335,2214349,2600797,0,0,3,2,1,0,0,0,0,32625974,1,0,152772034,1952527,0,100,0,9,1,2,4,2,0,0,0
166,0,3,6,0,4,726,0,45284,0,2510,1,8,28453105,0,1604598,1463311,2860630,2004486,2736625,0,0,3,2,1,0,0,0,0,44895451,1,0,175994364,1184405,0,99,1,9,1,5,2,1,0,0,0
167,1,3,7,0,4,1174,0,63294,1,2594,1,10,68868856,0,1679218,1704371,2826289,2806125,3333650,0,0,3,1,1,0,0,0,0,21587656,1,0,141883596,2108421,0,87,0,9,0,1,0,0,0,0,0
168,0,5,9,0,3,1360,0,55609,1,2375,1,6,21974287,0,2151177,1214430,2166067,2631460,2794530,0,0,3,2,1,0,0,0,0,40505404,1,0,78935732,1405565,0,99,1,9,0,0,3,0,0,0,0
169,1,3,6,0,4,964,0,57617,0,2210,1,5,87856456,0,2090388,1451535,2903643,2144525,3105260,0,0,3,2,1,0,0,0,0,38060051,1,0,148916854,1580774,0,84,0,9,0,5,1,0,0,0,0
170,0,3,5,0,3,1144,0,48969,0,2585,1,8,41974751,0,2127412,2925401,2631269,2566437,3448885,0,0,3,1,1,0,0,0,0,21875791,1,0,85606122,2337415,0,99,0,9,1,4,3,0,0,0,0
171,0,4,9,0,3,1172,0,60268,1,2672,1,8,57142155,0,2222887,2992939,2673623,2266733,3119048,0,0,3,1,1,0,0,0,0,35091907,1,0,143982850,1461806,0,95,0,8,0,1,1,0,0,0,0
172,0,4,5,0,2,837,0,62009,0,2062,1,7,66307046,0,1010176,1925045,2176442,2453438,2582699,0,0,3,2,1,0,0,0,0,26157634,1,0,95943248,2229271,0,98,0,9,0,4,4,1,0,0,0
173,0,4,7,0,3,1296,0,54108,0,2799,1,6,66056515,0,1774893,1302494,2823434,2583803,3255671,0,0,3,2,1,0,0,0,0,43899334,1,0,140775420,2301676,0,98,0,9,0,3,2,2,0,0,0
174,0,3,8,0,3,1252,0,69275,1,2928,1,7,42009826,0,1995204,2993450,2135117,2241967,2903496,0,0,3,2,1,0,0,0,0,50067858,1,0,121685541,2396146,0,96,0,8,1,5,1,2,0,0,0
175,1,4,5,0,3,999,0,56357,1,2191,1,5,88991401,0,2231624,1615201,2645188,2534212,3141246,0,0,3,1,1,0,0,0,0,58287611,1,0,123810148,2447672,0,95,1,8,1,3,2,0,0,0,0
176,0,3,6,0,3,1316,0,64807,0,2390,1,6,70945212,0,2139957,1999112,2043651,2472934,2676543,0,0,3,2,1,0,0,0,0,48626831,1,0,180074359,1982934,0,93,1,9,1,2,1,0,0,0,0
177,1,5,8,0,3,1144,0,48098,1,2194,1,9,62860732,0,1628185,2127672,2936338,2296304,2833964,0,0,3,1,1,0,0,0,0,40560041,1,0,142139517,2065916,0,100,1,9,1,1,1,0,0,0,0
178,0,5,8,0,2,972,0,57790,0,2292,1,10,61406260,0,2295763,2185330,2637765,2067621,3252947,0,0,3,2,1,0,0,0,0,55537212,1,0,133015207,1223925,0,98,0,8,0,3,0,2,0,0,0
179,0,5,6,0,4,1424,0,65195,1,2540,1,9,90097956,0,1972201,2704345,2055074,2249358,3179806,0,0,3,1,1,0,0,0,0,53419574,1,0,178960397,1243099,0,100,0,8,1,1,0,2,0,0,0
180,1,4,6,0,4,1405,0,58485,0,2705,1,8,57185181,0,1513329,2818312,2351211,2803751,2654138,0,0,3,2,1,0,0,0,0,39770088,1,0,88904426,2217163,0,93,0,8,0,2,2,2,0,0,0
181,0,4,8,0,4,783,0,51914,0,2110,1,10,39941020,0,2234857,1714936,2946278,2111060,2800785,0,0,3,2,1,0,0,0,0,43754822,1,0,143253829,1002867,0,91,1,8,1,3,0,0,0,0,0
182,0,5,4,0,2,1164,0,69273,1,2230,1,7,72149113,0,2315180,2723227,2485024,2778186,3479436,0,0,3,1,1,0,0,0,0,50723004,1,0,131866386,1993838,0,95,0,8,0,5,3,2,0,0,0
183,1,5,6,0,4,1473,0,62052,1,2777,1,8,84849628,0,1454930,2810893,2023444,2960427,2677849,0,0,3,1,1,0,0,0,0,31995078,1,0,123878570,1704731,0,90,0,9,1,1,2,0,0,0,0
184,0,3,5,0,4,639,0,67463,0,2494,1,6,38730804,0,1159429,1625698,2351335,2372305,2822670,0,0,3,1,1,0,0,0,0,50659916,1,0,152969237,2466596,0,86,1,8,1,0,0,0,0,0,0
185,1,5,5,0,3,1030,0,45229,1,2174,1,6,94418236,0,2466379,1477081,2668674,2982032,3115495,0,0,3,2,1,0,0,0,0,58870059,1,0,75546918,1999460,0,81,0,9,0,0,1,2,0,0,0
186,1,4,6,0,4,1253,0,61668,0,2432,1,8,20115110,0,2473854,1209578,2213986,2140979,2589053,0,0,3,1,1,0,0,0,0,42780292,1,0,120096387,1227558,0,96,1,8,0,1,0,2,0,0,0
187,0,5,6,0,4,1464,0,56326,1,2803,1,8,55075550,0,1443937,2503760,2805173,2131193,3153994,0,0,3,2,1,0,0,0,0,28796742,1,0,166622135,1754027,0,83,1,9,1,5,2,2,0,0,0
188,0,4,5,0,2,706,0,55768,0,2546,1,7,76136407,0,1003487,1352814,2161367,2552027,3257253,0,0,3,1,1,0,0,0,0,48338675,1,0,148911326,1812132,0,92,0,8,0,5,0,0,0,0,0
189,0,5,4,0,3,1098,0,62025,1,2787,1,8,80778429,0,2369671,1892016,2724406,2003315,3428739,0,0,3,1,1,0,0,0,0,36971119,1,0,197919417,2043370,0,92,1,8,1,2,1,2,0,0,0
190,1,4,9,0,2,593,0,46171,0,2621,1,5,81731172,0,2076282,1279413,2373150,2047960,2753937,0,0,3,2,1,0,0,0,0,30182932,1,0,65746131,1904503,0,81,1,8,1,4,4,0,0,0,0
191,1,3,9,0,4,1188,0,62097,0,2012,1,6,67550612,0,1160681,2530359,2528386,2142787,3427005,0,0,3,1,1,0,0,0,0,23259416,1,0,185985349,2451292,0,87,1,8,0,1,2,1,0,0,0
192,1,3,6,0,3,845,0,49800,1,2570,1,5,29816239,0,2229049,2570563,2720564,2057690,3340949,0,0,3,1,1,0,0,0,0,27565003,1,0,140367896,2092503,0,94,0,8,0,5,4,0,0,0,0
193,0,4,7,0,2,1039,0,48148,0,2646,1,6,63267419,0,1394997,1720105,2971977,2533464,3279413,0,0,3,1,1,0,0,0,0,38817873,1,0,77349165,2123180,0,96,1,9,0,0,3,1,0,0,0
194,0,5,7,0,3,815,0,54179,1,2130,1,8,38292979,0,1945986,1278365,2286482,2673434,3004220,0,0,3,1,1,0,0,0,0,49752219,1,0,180124872,2475182,0,87,1,9,1,4,0,2,0,0,0
195,1,5,9,0,3,770,0,66801,0,2878,1,7,30362383,0,2069692,1972824,2614537,2242056,2519921,0,0,3,2,1,0,0,0,0,41102522,1,0,142096331,1781738,0,82,1,8,0,4,3,0,0,0,0
196,1,3,8,0,2,1220,0,61039,0,2429,1,10,93512218,0,2340572,2443953,2915319,2776784,2724527,0,0,3,2,1,0,0,0,0,27916216,1,0,83964954,1984430,0,88,0,8,0,1,4,0,0,0,0
197,0,4,5,0,2,764,0,46313,1,2386,1,8,51635876,0,2102033,2602154,2049352,2170245,2563607,0,0,3,2,1,0,0,0,0,48779540,1,0,180535020,1267108,0,89,1,8,0,2,2,0,0,0,0
198,1,4,7,0,4,1479,0,54822,1,2021,1,5,79504423,0,1589298,2340022,2738549,2818014,3308828,0,0,3,2,1,0,0,0,0,53979596,1,0,146884768,1068633,0,98,1,8,1,2,4,2,0,0,0
199,0,5,8,0,4,847,0,62781,1,2738,1,10,60341789,0,1923555,2474688,2868697,2454564,2956651,0,0,3,2,1,0,0,0,0,21956471,1,0,63277889,1484769,0,100,0,9,0,1,4,0,0,0,0
200,0,5,5,0,3,1134,0,54043,1,2751,1,9,44423535,0,1987202,1264272,2881955,2249312,3450766,0,0,3,1,1,0,0,0,0,33458599,1,0,102997044,1595827,0,88,0,8,1,5,0,0,0,0,0
201,1,3,7,0,2,657,0,45657,1,2090,1,9,31715787,0,2494680,2890111,2399868,2812091,3018379,0,0,3,1,1,0,0,0,0,33666169,1,0,154216543,1374628,0,96,0,9,1,5,1,0,0,0,0
202,0,4,7,0,4,664,0,66051,1,2327,1,8,55372735,0,1048392,1831534,2426837,2653232,3436306,0,0,3,1,1,0,0,0,0,32147116,1,0,116450523,2490803,0,83,0,8,0,1,1,2,0,0,0
203,1,4,5,0,4,643,0,62577,1,2779,1,8,37708369,0,1084020,1919390,2370176,2144248,2885664,0,0,3,2,1,0,0,0,0,50662352,1,0,166577433,2147735,0,81,1,8,1,3,0,1,0,0,0
204,0,3,7,0,3,723,0,54274,1,2308,1,10,20284854,0,1630959,2592192,2721852,2419921,3107716,0,0,3,2,1,0,0,0,0,21389791,1,0,73858371,2046507,0,98,0,9,1,5,4,0,0,0,0
205,1,4,5,0,4,1354,0,58806,0,2947,1,9,88225716,0,1144279,2640158,2251204,2517297,3189118,0,0,3,1,1,0,0,0,0,45684646,1,0,137397819,1836855,0,84,1,8,1,5,4,2,0,0,0
206,0,5,4,0,3,919,0,48684,0,2671,1,6,37474146,0,1540843,1614091,2131455,2010353,3477506,0,0,3,2,1,0,0,0,0,29856433,1,0,133764951,2122603,0,82,1,8,0,4,2,2,0,0,0
207,1,3,6,0,2,1320,0,59212,0,2304,1,10,99525967,0,1088707,2844575,2183877,2203682,3015375,0,0,3,1,1,0,0,0,0,58665877,1,0,178877739,1946613,0,93,1,8,1,2,2,0,0,0,0
208,0,5,6,0,3,1377,0,48027,0,2966,1,6,32837931,0,1095814,2813704,2133224,2980470,3499974,0,0,3,2,1,0,0,0,0,46499970,1,0,157728974,1398128,0,87,1,8,0,3,3,0,0,0,0
209,0,4,7,0,3,907,0,59003,0,2097,1,9,94363101,0,1844077,2297146,2598905,2675820,2876913,0,0,3,1,1,0,0,0,0,34310318,1,0,63834694,2291287,0,96,1,9,0,5,4,2,0,0,0
210,1,3,4,0,2,1106,0,47039,0,2635,1,5,76061522,0,2294690,1641795,2595335,2293222,3421892,0,0,3,2,1,0,0,0,0,54703886,1,0,116989595,1736497,0,91,1,9,0,3,1,1,0,0,0
211,1,5,4,0,4,953,0,45402,0,2775,1,5,52710982,0,1350330,2442132,2270626,2343779,3197090,0,0,3,2,1,0,0,0,0,53175591,1,0,130827581,2435450,0,92,0,8,1,0,4,1,0,0,0
212,1,5,7,0,3,1146,0,61132,0,2464,1,5,89836776,0,1302032,1293385,2090331,2818528,2517814,0,0,3,2,1,0,0,0,0,36468631,1,0,109646846,2016550,0,98,1,9,0,0,2,1,0,0,0
213,0,5,7,0,2,981,0,59611,0,2218,1,6,34839198,0,1680407,1376059,2806959,2363493,2992507,0,0,3,1,1,0,0,0,0,37871657,1,0,174900727,1488253,0,85,1,9,0,4,4,2,0,0,0
214,1,5,6,0,2,1437,0,62650,1,2851,1,9,43157421,0,2031359,2401182,2122622,2022188,2670982,0,0,3,1,1,0,0,0,0,56407428,1,0,87126778,1488246,0,84,1,9,1,2,0,1,0,0,0
215,0,3,5,0,3,1174,0,62263,0,2775,1,7,34221627,0,2474757,1678579,2993116,2963453,2661887,0,0,3,2,1,0,0,0,0,32637943,1,0,174645124,2145727,0,90,0,9,1,5,2,2,0,0,0
216,0,4,8,0,3,675,0,49378,1,2736,1,6,60407388,0,1406035,2153449,2632264,2373795,2853591,0,0,3,1,1,0,0,0,0,34510056,1,0,84401240,1026106,0,95,0,8,0,5,2,1,0,0,0
217,1,4,8,0,3,1313,0,66455,0,2105,1,5,21860620,0,1116553,2951488,2660942,2493537,2694787,0,0,3,1,1,0,0,0,0,46051611,1,0,114252339,1222720,0,99,0,9,0,0,1,1,0,0,0
218,1,5,8,0,4,990,0,50393,0,2171,1,5,90295897,0,1061690,2004126,2229261,2503415,3044409,0,0,3,2,1,0,0,0,0,21006370,1,0,118119746,1545387,0,82,0,8,1,1,3,0,0,0,0
219,1,4,4,0,4,1308,0,48983,1,2313,1,5,70760985,0,1132167,2165554,2474847,2562868,2735057,0,0,3,1,1,0,0,0,0,52129682,1,0,65920306,1623398,0,91,1,9,1,5,0,0,0,0,0
220,1,5,7,0,4,973,0,63256,0,2259,1,10,99389353,0,1658707,1302028,2091892,2640030,2900135,0,0,3,2,1,0,0,0,0,55961656,1,0,156629033,1916433,0,84,1,9,0,4,0,1,0,0,0
221,1,3,6,0,3,1319,0,53603,0,2485,1,9,86329437,0,1074519,2220656,2377369,2416660,3384383,0,0,3,2,1,0,0,0,0,48481119,1,0,182726858,2426460,0,89,0,8,1,0,4,2,0,0,0
222,1,5,6,0,4,1297,0,56777,1,2025,1,8,73461462,0,1944754,2428569,2401353,2345334,3034474,0,0,3,1,1,0,0,0,0,39700857,1,0,75435635,2092130,0,100,0,9,0,3,4,1,0,0,0
223,1,3,7,0,2,803,0,49071,1,2736,1,5,26790803,0,2341850,2368891,2718203,2169789,3099285,0,0,3,2,1,0,0,0,0,53132293,1,0,118968449,1265462,0,100,1,8,0,4,1,0,0,0,0
224,0,5,5,0,4,572,0,63586,1,2662,1,10,31459873,0,1337606,1914628,2585239,2920007,2589816,0,0,3,1,1,0,0,0,0,21319997,1,0,118152509,1295643,0,91,0,9,1,0,0,1,0,0,0
225,0,5,9,0,2,1114,0,58534,0,2411,1,8,69116901,0,1366684,1591998,2314722,2604447,2947782,0,0,3,1,1,0,0,0,0,38005033,1,0,138808541,2419033,0,91,0,9,0,2,1,0,0,0,0
226,0,4,4,0,2,578,0,66796,1,2779,1,8,94347698,0,2410462,1305614,2370916,2457884,2520662,0,0,3,2,1,0,0,0,0,58703021,1,0,115639082,2111894,0,89,0,9,0,1,1,0,0,0,0
227,1,4,7,0,2,1186,0,49976,1,2399,1,7,76004462,0,1035237,2212263,2217450,2193706,3472361,0,0,3,1,1,0,0,0,0,36065396,1,0,159641532,2386036,0,94,0,9,0,5,0,2,0,0,0
228,1,3,8,0,4,1493,0,46981,1,2382,1,7,80766215,0,1847049,2488497,2869088,2216901,2590613,0,0,3,2,1,0,0,0,0,43909810,1,0,130117700,2015661,0,97,1,9,0,2,3,1,0,0,0
229,1,4,6,0,4,810,0,59462,1,2488,1,7,22855265,0,1371957,1376223,2709805,2124504,3042833,0,0,3,2,1,0,0,0,0,48862247,1,0,89923146,1842279,0,93,0,8,1,3,3,1,0,0,0
230,1,4,9,0,4,596,0,60158,1,2715,1,6,51746443,0,1775875,2988349,2854725,2234687,3202552,0,0,3,1,1,0,0,0,0,54173117,1,0,132989883,1209418,0,89,1,8,1,2,1,0,0,0,0
231,0,4,6,0,4,759,0,67266,0,2568,1,5,34590296,0,1576578,2628557,2593853,2557160,3129722,0,0,3,1,1,0,0,0,0,50392092,1,0,169169904,1519891,0,89,0,8,0,5,1,1,0,0,0
232,1,4,5,0,3,934,0,54820,0,2746,1,10,56756405,0,1115383,2557083,2648333,2359490,2724186,0,0,3,2,1,0,0,0,0,28794554,1,0,134787614,1492173,0,84,1,8,1,2,2,0,0,0,0
233,1,3,9,0,3,959,0,52563,0,2735,1,10,27209000,0,2359548,1777483,2386558,2211356,2904145,0,0,3,2,1,0,0,0,0,32891126,1,0,98169935,2491701,0,83,1,9,1,2,2,0,0,0,0
234,0,4,8,0,3,1213,0,69962,1,2948,1,5,27347048,0,2428325,2934251,2806982,2037790,2550913,0,0,3,2,1,0,0,0,0,41489723,1,0,133454495,1515641,0,89,1,8,0,1,0,2,0,0,0
235,1,3,9,0,2,980,0,49157,0,2619,1,8,48665166,0,2029760,2904609,2644518,2246159,3370156,0,0,3,2,1,0,0,0,0,50087213,1,0,93027666,2498910,0,93,0,8,0,3,4,1,0,0,0
236,1,5,9,0,3,1348,0,67793,1,2157,1,5,49454712,0,2005207,2433866,2958088,2839653,2647822,0,0,3,1,1,0,0,0,0,58183274,1,0,192211534,1882490,0,100,1,9,1,2,2,1,0,0,0
237,0,4,6,0,4,1222,0,68789,0,2112,1,6,90991162,0,1188155,2550433,2298172,2469548,3156498,0,0,3,1,1,0,0,0,0,53140426,1,0,133971479,1663494,0,86,1,8,1,1,3,1,0,0,0
